Tournament,Stage,Match Type,Match Name,Team A,Team B,Team A Score,Team B Score,Match Result,Match Date
VCT 2026: EMEA Stage 1,Playoffs,Grand Final,Team Vitality vs Team Heretics,Team Vitality,Team Heretics,2,3,Team Heretics won,
VCT 2026: EMEA Stage 1,Playoffs,Lower Round 1,Team Heretics vs BBL Esports,Team Heretics,BBL Esports,0,2,BBL Esports won,
VCT 2026: EMEA Stage 1,Playoffs,Lower Round 1,Team Liquid vs Gentle Mates,Team Liquid,Gentle Mates,2,1,Team Liquid won,
VCT 2026: EMEA Stage 1,Playoffs,Lower Round 2,FNATIC vs Team Heretics,FNATIC,Team Heretics,1,2,Team Heretics won,
VCT 2026: EMEA Stage 1,Playoffs,Lower Round 2,Eternal Fire vs Gentle Mates,Eternal Fire,Gentle Mates,0,2,Gentle Mates won,
VCT 2026: EMEA Stage 1,Playoffs,Lower Round 3,Team Heretics vs Eternal Fire,Team Heretics,Eternal Fire,2,1,Team Heretics won,
VCT 2026: EMEA Stage 1,Playoffs,Lower Final,FUT Esports vs Team Heretics,FUT Esports,Team Heretics,3,1,FUT Esports won,
VCT 2026: Pacific Stage 1,Playoffs,Upper Round 1,Rex Regum Qeon vs Global Esports,Rex Regum Qeon,Global Esports,2,0,Rex Regum Qeon won,
VCT 2026: Pacific Stage 1,Playoffs,Upper Round 1,Kiwoom DRX vs FULL SENSE,Kiwoom DRX,FULL SENSE,0,2,FULL SENSE won,
VCT 2026: Pacific Stage 1,Playoffs,Upper Semifinals,Paper Rex vs Global Esports,Paper Rex,Global Esports,2,1,Paper Rex won,
VCT 2026: Pacific Stage 1,Playoffs,Upper Semifinals,T1 vs FULL SENSE,T1,FULL SENSE,0,2,FULL SENSE won,
VCT 2026: Pacific Stage 1,Playoffs,Upper Final,Global Esports vs FULL SENSE,Global Esports,FULL SENSE,2,0,Global Esports won,
VCT 2026: Pacific Stage 1,Playoffs,Grand Final,FULL SENSE vs Paper Rex,FULL SENSE,Paper Rex,0,3,Paper Rex won,
VCT 2026: Pacific Stage 1,Playoffs,Lower Round 2,T1 vs Rex Regum Qeon,T1,Rex Regum Qeon,2,1,T1 won,
VCT 2026: Pacific Stage 1,Playoffs,Lower Round 2,Paper Rex vs Kiwoom DRX,Paper Rex,Kiwoom DRX,1,2,Kiwoom DRX won,
VCT 2026: Pacific Stage 1,Playoffs,Lower Round 3,T1 vs Paper Rex,T1,Paper Rex,1,2,Paper Rex won,
VCT 2026: Pacific Stage 1,Playoffs,Lower Final,Global Esports vs Paper Rex,Global Esports,Paper Rex,0,3,Paper Rex won,
VCT 2026: China Stage 2,Group Stage,Week 1,Wolves Esports vs Titan Esports Club,Wolves Esports,Titan Esports Club,2,0,Wolves Esports won,"Thursday, July 9 1:30 PM IST"
VCT 2026: China Stage 2,Group Stage,Week 1,Dragon Ranger Gaming vs Bilibili Gaming,Dragon Ranger Gaming,Bilibili Gaming,2,0,Dragon Ranger Gaming won,"Thursday, July 9 3:50 PM IST"
VCT 2026: China Stage 2,Group Stage,Week 1,FunPlus Phoenix vs Trace Esports,FunPlus Phoenix,Trace Esports,2,0,FunPlus Phoenix won,"Friday, July 10 1:30 PM IST"
VCT 2026: China Stage 2,Group Stage,Week 1,JDG Esports vs TYLOO,JDG Esports,TYLOO,0,2,TYLOO won,"Friday, July 10 3:40 PM IST"
VCT 2026: Pacific Stage 2,Group Stage,Week 1,Gen.G vs ZETA DIVISION,Gen.G,ZETA DIVISION,2,0,Gen.G won,"Thursday, July 16 1:30 PM IST Patch 13.01"
VCT 2026: Pacific Stage 2,Group Stage,Week 1,Team Secret vs VARREL,Team Secret,VARREL,1,2,VARREL won,"Thursday, July 16 4:35 PM IST Patch 13.01"
VCT 2026: Pacific Stage 2,Group Stage,Week 1,FULL SENSE vs Nongshim RedForce,FULL SENSE,Nongshim RedForce,2,1,FULL SENSE won,"Friday, July 17 1:30 PM IST Patch 13.01"
VCT 2026: Pacific Stage 2,Group Stage,Week 1,Kiwoom DRX vs DetonatioN FocusMe,Kiwoom DRX,DetonatioN FocusMe,2,1,Kiwoom DRX won,"Friday, July 17 4:30 PM IST Patch 13.01"
VCT 2026: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Global Esports,Rex Regum Qeon,Global Esports,0,2,Global Esports won,"Saturday, July 18 1:30 PM IST Patch 13.01"
VCT 2026: Pacific Stage 2,Group Stage,Week 1,Paper Rex vs T1,Paper Rex,T1,1,2,T1 won,"Saturday, July 18 4:05 PM IST Patch 13.01"
VCT 2026: Pacific Stage 2,Group Stage,Week 1,Nongshim RedForce vs Gen.G,Nongshim RedForce,Gen.G,1,2,Gen.G won,"Sunday, July 19 1:30 PM IST Patch 13.01"
VCT 2026: Pacific Stage 2,Group Stage,Week 1,Kiwoom DRX vs Team Secret,Kiwoom DRX,Team Secret,0,2,Team Secret won,"Sunday, July 19 4:35 PM IST Patch 13.01"
VCT 2026: Americas Stage 2,Group Stage,Week 1,LEVIATÁN vs FURIA,LEVIATÁN,FURIA,2,1,LEVIATÁN won,"Friday, July 17 2:30 AM IST Patch 13.01"
VCT 2026: Americas Stage 2,Group Stage,Week 1,Sentinels vs Cloud9,Sentinels,Cloud9,2,1,Sentinels won,"Friday, July 17 5:50 AM IST Patch 13.01"
VCT 2026: Americas Stage 2,Group Stage,Week 1,ENVY vs Evil Geniuses,ENVY,Evil Geniuses,0,2,Evil Geniuses won,"Saturday, July 18 2:30 AM IST Patch 13.01"
VCT 2026: Americas Stage 2,Group Stage,Week 1,KRÜ Esports vs LOUD,KRÜ Esports,LOUD,1,2,LOUD won,"Saturday, July 18 4:45 AM IST Patch 13.01"
VCT 2026: Americas Stage 2,Group Stage,Week 1,G2 Esports vs 100 Thieves,G2 Esports,100 Thieves,1,2,100 Thieves won,"Sunday, July 19 2:30 AM IST Patch 13.01"
VCT 2026: Americas Stage 2,Group Stage,Week 1,NRG vs MIBR,NRG,MIBR,2,1,NRG won,"Sunday, July 19 6:00 AM IST Patch 13.01"
VCT 2026: EMEA Stage 2,Group Stage,Week 1,FUT Esports vs Natus Vincere,FUT Esports,Natus Vincere,0,2,Natus Vincere won,"Wednesday, July 15 8:30 PM IST Patch 13.01"
VCT 2026: EMEA Stage 2,Group Stage,Week 1,Team Liquid vs Eternal Fire,Team Liquid,Eternal Fire,0,2,Eternal Fire won,"Wednesday, July 15 10:40 PM IST Patch 13.01"
VCT 2026: EMEA Stage 2,Group Stage,Week 1,FNATIC vs GIANTX,FNATIC,GIANTX,2,0,FNATIC won,"Thursday, July 16 8:30 PM IST Patch 13.01"
VCT 2026: EMEA Stage 2,Group Stage,Week 1,PCIFIC Esports vs Gentle Mates,PCIFIC Esports,Gentle Mates,1,2,Gentle Mates won,"Thursday, July 16 11:05 PM IST Patch 13.01"
VCT 2026: EMEA Stage 2,Group Stage,Week 1,Karmine Corp vs Eternal Fire,Karmine Corp,Eternal Fire,2,0,Karmine Corp won,"Friday, July 17 8:30 PM IST Patch 13.01"
VCT 2026: EMEA Stage 2,Group Stage,Week 1,Team Vitality vs Natus Vincere,Team Vitality,Natus Vincere,2,1,Team Vitality won,"Friday, July 17 10:55 PM IST Patch 13.01"
VCT 2026: EMEA Stage 2,Group Stage,Week 1,Gentle Mates vs FUT Esports,Gentle Mates,FUT Esports,0,2,FUT Esports won,"Saturday, July 18 8:30 PM IST Patch 13.01"
VCT 2026: EMEA Stage 2,Group Stage,Week 1,Team Heretics vs Team Liquid,Team Heretics,Team Liquid,0,2,Team Liquid won,"Saturday, July 18 10:55 PM IST Patch 13.01"
VCT 2026: EMEA Stage 2,Group Stage,Week 1,GIANTX vs Karmine Corp,GIANTX,Karmine Corp,0,2,Karmine Corp won,"Sunday, July 19 7:30 PM IST Patch 13.01"
VCT 2026: EMEA Stage 2,Group Stage,Week 1,Team Vitality vs BBL Esports,Team Vitality,BBL Esports,0,2,BBL Esports won,"Sunday, July 19 9:35 PM IST Patch 13.01"
VCT 2026: EMEA Stage 2,Group Stage,Week 2,FUT Esports vs PCIFIC Esports,FUT Esports,PCIFIC Esports,2,1,FUT Esports won,"Wednesday, July 22 8:30 PM IST Patch 13.01"
VCT 2026: EMEA Stage 2,Group Stage,Week 2,FNATIC vs Karmine Corp,FNATIC,Karmine Corp,2,1,FNATIC won,"Wednesday, July 22 11:45 PM IST Patch 13.01"
VCT 2026: Pacific Stage 2,Group Stage,Week 2,Global Esports vs FULL SENSE,Global Esports,FULL SENSE,2,0,Global Esports won,"Thursday, July 23 1:30 PM IST Patch 13.01"
VCT 2026: Pacific Stage 2,Group Stage,Week 2,T1 vs VARREL,T1,VARREL,0,2,VARREL won,"Thursday, July 23 3:30 PM IST Patch 13.01"
VCT 2026: Pacific Stage 2,Group Stage,Week 2,Rex Regum Qeon vs ZETA DIVISION,Rex Regum Qeon,ZETA DIVISION,0,2,ZETA DIVISION won,"Friday, July 24 1:30 PM IST Patch 13.01"
VCT 2026: Pacific Stage 2,Group Stage,Week 2,DetonatioN FocusMe vs Paper Rex,DetonatioN FocusMe,Paper Rex,0,2,Paper Rex won,"Friday, July 24 3:35 PM IST Patch 13.01"
VCT 2026: Pacific Stage 2,Group Stage,Week 2,Nongshim RedForce vs Global Esports,Nongshim RedForce,Global Esports,2,1,Nongshim RedForce won,"Saturday, July 25 1:30 PM IST Patch 13.01"
VCT 2026: Pacific Stage 2,Group Stage,Week 2,Team Secret vs T1,Team Secret,T1,0,2,T1 won,"Saturday, July 25 4:15 PM IST Patch 13.01"
VCT 2026: Pacific Stage 2,Group Stage,Week 2,Paper Rex vs Kiwoom DRX,Paper Rex,Kiwoom DRX,2,0,Paper Rex won,"Sunday, July 26 1:30 PM IST Patch 13.01"
VCT 2026: Pacific Stage 2,Group Stage,Week 2,Gen.G vs Rex Regum Qeon,Gen.G,Rex Regum Qeon,2,1,Gen.G won,"Sunday, July 26 3:20 PM IST Patch 13.01"
VCT 2026: Pacific Stage 2,Group Stage,Week 3,VARREL vs DetonatioN FocusMe,VARREL,DetonatioN FocusMe,1,2,DetonatioN FocusMe won,"Thursday, July 30 1:30 PM IST Patch 13.01"
VCT 2026: Pacific Stage 2,Group Stage,Week 3,FULL SENSE vs ZETA DIVISION,FULL SENSE,ZETA DIVISION,1,2,ZETA DIVISION won,"Thursday, July 30 4:45 PM IST Patch 13.01"
VCT 2026: Pacific Stage 2,Group Stage,Week 3,Team Secret vs Paper Rex,Team Secret,Paper Rex,0,2,Paper Rex won,"Friday, July 31 1:30 PM IST Patch 13.01"
VCT 2026: Pacific Stage 2,Group Stage,Week 3,Global Esports vs Gen.G,Global Esports,Gen.G,1,2,Gen.G won,"Friday, July 31 3:40 PM IST Patch 13.01"
VCT 2026: Pacific Stage 2,Group Stage,Week 3,T1 vs DetonatioN FocusMe,T1,DetonatioN FocusMe,1,2,DetonatioN FocusMe won,"Saturday, August 1 1:30 PM IST Patch 13.01"
VCT 2026: Pacific Stage 2,Group Stage,Week 3,FULL SENSE vs Rex Regum Qeon,FULL SENSE,Rex Regum Qeon,1,2,Rex Regum Qeon won,"Saturday, August 1 4:55 PM IST Patch 13.01"
VCT 2026: Pacific Stage 2,Group Stage,Week 3,VARREL vs Kiwoom DRX,VARREL,Kiwoom DRX,2,1,VARREL won,"Sunday, August 2 1:30 PM IST Patch 13.01"
VCT 2026: Pacific Stage 2,Group Stage,Week 3,ZETA DIVISION vs Nongshim RedForce,ZETA DIVISION,Nongshim RedForce,1,2,Nongshim RedForce won,"Sunday, August 2 4:30 PM IST Patch 13.01"
VCT 2026: Pacific Stage 2,Group Stage,Week 4,Team Secret vs DetonatioN FocusMe,Team Secret,DetonatioN FocusMe,0,2,DetonatioN FocusMe won,"Friday, August 7 1:30 PM IST Patch 13.01"
VCT 2026: Pacific Stage 2,Group Stage,Week 4,Gen.G vs FULL SENSE,Gen.G,FULL SENSE,2,1,Gen.G won,"Friday, August 7 3:45 PM IST Patch 13.01"
VCT 2026: Pacific Stage 2,Group Stage,Week 4,Kiwoom DRX vs T1,Kiwoom DRX,T1,0,2,T1 won,"Saturday, August 8 1:30 PM IST Patch 13.01"
VCT 2026: Pacific Stage 2,Group Stage,Week 4,Global Esports vs ZETA DIVISION,Global Esports,ZETA DIVISION,2,0,Global Esports won,"Saturday, August 8 3:40 PM IST Patch 13.01"
VCT 2026: Americas Stage 2,Group Stage,Week 2,Evil Geniuses vs LEVIATÁN,Evil Geniuses,LEVIATÁN,0,2,LEVIATÁN won,"Friday, July 24 2:30 AM IST Patch 13.01"
VCT 2026: Americas Stage 2,Group Stage,Week 2,ENVY vs MIBR,ENVY,MIBR,0,2,MIBR won,"Friday, July 24 4:35 AM IST Patch 13.01"
VCT 2026: Americas Stage 2,Group Stage,Week 2,FURIA vs NRG,FURIA,NRG,0,2,NRG won,"Saturday, July 25 2:30 AM IST Patch 13.01"
VCT 2026: Americas Stage 2,Group Stage,Week 2,100 Thieves vs KRÜ Esports,100 Thieves,KRÜ Esports,2,0,100 Thieves won,"Saturday, July 25 5:05 AM IST Patch 13.01"
VCT 2026: Americas Stage 2,Group Stage,Week 2,G2 Esports vs Cloud9,G2 Esports,Cloud9,2,0,G2 Esports won,"Sunday, July 26 2:30 AM IST Patch 13.01"
VCT 2026: Americas Stage 2,Group Stage,Week 2,Sentinels vs LOUD,Sentinels,LOUD,2,0,Sentinels won,"Sunday, July 26 4:25 AM IST Patch 13.01"
VCT 2026: Americas Stage 2,Group Stage,Week 2,ENVY vs LEVIATÁN,ENVY,LEVIATÁN,0,2,LEVIATÁN won,"Monday, July 27 2:30 AM IST Patch 13.01"
VCT 2026: Americas Stage 2,Group Stage,Week 2,FURIA vs MIBR,FURIA,MIBR,0,2,MIBR won,"Monday, July 27 4:30 AM IST Patch 13.01"
VCT 2026: Americas Stage 2,Group Stage,Week 3,KRÜ Esports vs G2 Esports,KRÜ Esports,G2 Esports,0,2,G2 Esports won,"Friday, July 31 2:30 AM IST Patch 13.01"
VCT 2026: Americas Stage 2,Group Stage,Week 3,100 Thieves vs Sentinels,100 Thieves,Sentinels,2,1,100 Thieves won,"Friday, July 31 4:50 AM IST Patch 13.01"
VCT 2026: Americas Stage 2,Group Stage,Week 3,Cloud9 vs LOUD,Cloud9,LOUD,1,2,LOUD won,"Saturday, August 1 2:30 AM IST Patch 13.01"
VCT 2026: Americas Stage 2,Group Stage,Week 3,Evil Geniuses vs MIBR,Evil Geniuses,MIBR,0,2,MIBR won,"Saturday, August 1 5:55 AM IST Patch 13.01"
VCT 2026: Americas Stage 2,Group Stage,Week 3,ENVY vs FURIA,ENVY,FURIA,2,1,ENVY won,"Sunday, August 2 2:30 AM IST Patch 13.01"
VCT 2026: Americas Stage 2,Group Stage,Week 3,LEVIATÁN vs NRG,LEVIATÁN,NRG,1,2,NRG won,"Sunday, August 2 6:30 AM IST Patch 13.01"
VCT 2026: Americas Stage 2,Group Stage,Week 3,Cloud9 vs KRÜ Esports,Cloud9,KRÜ Esports,2,0,Cloud9 won,"Monday, August 3 2:30 AM IST Patch 13.01"
VCT 2026: Americas Stage 2,Group Stage,Week 3,G2 Esports vs Sentinels,G2 Esports,Sentinels,2,1,G2 Esports won,"Monday, August 3 4:35 AM IST Patch 13.01"
VCT 2026: Americas Stage 2,Group Stage,Week 4,Evil Geniuses vs FURIA,Evil Geniuses,FURIA,2,0,Evil Geniuses won,"Friday, August 7 2:30 AM IST Patch 13.01"
VCT 2026: Americas Stage 2,Group Stage,Week 4,ENVY vs NRG,ENVY,NRG,0,2,NRG won,"Friday, August 7 4:45 AM IST Patch 13.01"
VCT 2026: Americas Stage 2,Group Stage,Week 4,100 Thieves vs Cloud9,100 Thieves,Cloud9,0,2,Cloud9 won,"Saturday, August 8 2:30 AM IST Patch 13.01"
VCT 2026: Americas Stage 2,Group Stage,Week 4,G2 Esports vs LOUD,G2 Esports,LOUD,0,2,LOUD won,"Saturday, August 8 5:10 AM IST Patch 13.01"
VCT 2026: EMEA Stage 2,Group Stage,Week 2,Eternal Fire vs Team Heretics,Eternal Fire,Team Heretics,0,2,Team Heretics won,"Thursday, July 23 8:30 PM IST Patch 13.01"
VCT 2026: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Natus Vincere,Gentle Mates,Natus Vincere,2,0,Gentle Mates won,"Thursday, July 23 10:45 PM IST Patch 13.01"
VCT 2026: EMEA Stage 2,Group Stage,Week 2,FUT Esports vs BBL Esports,FUT Esports,BBL Esports,2,1,FUT Esports won,"Friday, July 24 8:30 PM IST Patch 13.01"
VCT 2026: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs FNATIC,Team Liquid,FNATIC,2,0,Team Liquid won,"Friday, July 24 11:50 PM IST Patch 13.01"
VCT 2026: EMEA Stage 2,Group Stage,Week 2,PCIFIC Esports vs Team Vitality,PCIFIC Esports,Team Vitality,0,2,Team Vitality won,"Saturday, July 25 8:30 PM IST Patch 13.01"
VCT 2026: EMEA Stage 2,Group Stage,Week 2,Eternal Fire vs GIANTX,Eternal Fire,GIANTX,0,2,GIANTX won,"Saturday, July 25 10:30 PM IST Patch 13.01"
VCT 2026: EMEA Stage 2,Group Stage,Week 2,BBL Esports vs Natus Vincere,BBL Esports,Natus Vincere,2,1,BBL Esports won,"Sunday, July 26 8:30 PM IST Patch 13.01"
VCT 2026: EMEA Stage 2,Group Stage,Week 2,Team Heretics vs Karmine Corp,Team Heretics,Karmine Corp,0,2,Karmine Corp won,"Sunday, July 26 11:40 PM IST Patch 13.01"
VCT 2026: EMEA Stage 2,Group Stage,Week 3,GIANTX vs Team Liquid,GIANTX,Team Liquid,0,2,Team Liquid won,"Wednesday, July 29 8:30 PM IST Patch 13.01"
VCT 2026: EMEA Stage 2,Group Stage,Week 3,Gentle Mates vs Team Vitality,Gentle Mates,Team Vitality,1,2,Team Vitality won,"Wednesday, July 29 10:45 PM IST Patch 13.01"
VCT 2026: EMEA Stage 2,Group Stage,Week 3,Natus Vincere vs PCIFIC Esports,Natus Vincere,PCIFIC Esports,2,0,Natus Vincere won,"Thursday, July 30 8:30 PM IST Patch 13.01"
VCT 2026: EMEA Stage 2,Group Stage,Week 3,Eternal Fire vs FNATIC,Eternal Fire,FNATIC,2,0,Eternal Fire won,"Thursday, July 30 11:05 PM IST Patch 13.01"
VCT 2026: EMEA Stage 2,Group Stage,Week 3,BBL Esports vs Gentle Mates,BBL Esports,Gentle Mates,2,1,BBL Esports won,"Friday, July 31 8:30 PM IST Patch 13.01"
VCT 2026: EMEA Stage 2,Group Stage,Week 3,GIANTX vs Team Heretics,GIANTX,Team Heretics,0,2,Team Heretics won,"Saturday, August 1 1:00 AM IST Patch 13.01"
VCT 2026: EMEA Stage 2,Group Stage,Week 3,FUT Esports vs Team Vitality,FUT Esports,Team Vitality,1,2,Team Vitality won,"Saturday, August 1 8:30 PM IST Patch 13.01"
VCT 2026: EMEA Stage 2,Group Stage,Week 3,Karmine Corp vs Team Liquid,Karmine Corp,Team Liquid,2,1,Karmine Corp won,"Saturday, August 1 11:40 PM IST Patch 13.01"
VCT 2026: EMEA Stage 2,Group Stage,Week 3,BBL Esports vs PCIFIC Esports,BBL Esports,PCIFIC Esports,2,1,BBL Esports won,"Sunday, August 2 8:30 PM IST Patch 13.01"
VCT 2026: EMEA Stage 2,Group Stage,Week 3,FNATIC vs Team Heretics,FNATIC,Team Heretics,0,2,Team Heretics won,"Sunday, August 2 11:55 PM IST Patch 13.01"
VCT 2026: Pacific Stage 2,Group Stage,Week 4,VARREL vs Paper Rex,VARREL,Paper Rex,2,0,VARREL won,"Sunday, August 9 1:30 PM IST Patch 13.01"
VCT 2026: Pacific Stage 2,Group Stage,Week 4,Nongshim RedForce vs Rex Regum Qeon,Nongshim RedForce,Rex Regum Qeon,1,2,Rex Regum Qeon won,"Sunday, August 9 3:55 PM IST Patch 13.01"
VCT 2026: Americas Stage 2,Group Stage,Week 4,KRÜ Esports vs Sentinels,KRÜ Esports,Sentinels,2,1,KRÜ Esports won,"Sunday, August 9 2:30 AM IST Patch 13.01"
VCT 2026: Americas Stage 2,Group Stage,Week 4,LEVIATÁN vs MIBR,LEVIATÁN,MIBR,2,0,LEVIATÁN won,"Sunday, August 9 5:50 AM IST Patch 13.01"
VCT 2026: Americas Stage 2,Group Stage,Week 4,Evil Geniuses vs NRG,Evil Geniuses,NRG,0,2,NRG won,"Monday, August 10 2:30 AM IST Patch 13.01"
VCT 2026: Americas Stage 2,Group Stage,Week 4,LOUD vs 100 Thieves,LOUD,100 Thieves,0,2,100 Thieves won,"Monday, August 10 4:25 AM IST Patch 13.01"
VCT 2026: China Stage 2,Group Stage,Week 1,Dragon Ranger Gaming vs Titan Esports Club,Dragon Ranger Gaming,Titan Esports Club,2,1,Dragon Ranger Gaming won,"Saturday, July 11 1:30 PM IST"
VCT 2026: China Stage 2,Group Stage,Week 1,Bilibili Gaming vs Wolves Esports,Bilibili Gaming,Wolves Esports,2,1,Bilibili Gaming won,"Saturday, July 11 5:05 PM IST"
VCT 2026: China Stage 2,Group Stage,Week 1,Nova Esports vs FunPlus Phoenix,Nova Esports,FunPlus Phoenix,2,0,Nova Esports won,"Sunday, July 12 1:30 PM IST"
VCT 2026: China Stage 2,Group Stage,Week 1,TYLOO vs Trace Esports,TYLOO,Trace Esports,2,0,TYLOO won,"Sunday, July 12 3:40 PM IST"
VCT 2026: China Stage 2,Group Stage,Week 2,Wolves Esports vs All Gamers,Wolves Esports,All Gamers,0,2,All Gamers won,"Tuesday, July 14 2:30 PM IST"
VCT 2026: China Stage 2,Group Stage,Week 2,Xi Lai Gaming vs Titan Esports Club,Xi Lai Gaming,Titan Esports Club,1,2,Titan Esports Club won,"Tuesday, July 14 4:45 PM IST"
VCT 2026: China Stage 2,Group Stage,Week 2,JDG Esports vs FunPlus Phoenix,JDG Esports,FunPlus Phoenix,0,2,FunPlus Phoenix won,"Wednesday, July 15 2:30 PM IST"
VCT 2026: China Stage 2,Group Stage,Week 2,EDward Gaming vs TYLOO,EDward Gaming,TYLOO,1,2,TYLOO won,"Wednesday, July 15 4:50 PM IST"
VCT 2026: China Stage 2,Group Stage,Week 2,All Gamers vs Bilibili Gaming,All Gamers,Bilibili Gaming,1,2,Bilibili Gaming won,"Thursday, July 16 2:30 PM IST"
VCT 2026: China Stage 2,Group Stage,Week 2,Xi Lai Gaming vs Dragon Ranger Gaming,Xi Lai Gaming,Dragon Ranger Gaming,2,0,Xi Lai Gaming won,"Thursday, July 16 5:55 PM IST"
VCT 2026: China Stage 2,Group Stage,Week 2,Nova Esports vs JDG Esports,Nova Esports,JDG Esports,2,1,Nova Esports won,"Friday, July 17 12:30 PM IST"
VCT 2026: China Stage 2,Group Stage,Week 2,TYLOO vs FunPlus Phoenix,TYLOO,FunPlus Phoenix,2,1,TYLOO won,"Friday, July 17 3:30 PM IST"
VCT 2026: China Stage 2,Group Stage,Week 2,Trace Esports vs EDward Gaming,Trace Esports,EDward Gaming,0,2,EDward Gaming won,"Friday, July 17 7:00 PM IST"
VCT 2026: China Stage 2,Group Stage,Week 2,Titan Esports Club vs Bilibili Gaming,Titan Esports Club,Bilibili Gaming,1,2,Bilibili Gaming won,"Saturday, July 18 2:30 PM IST"
VCT 2026: China Stage 2,Group Stage,Week 2,All Gamers vs Xi Lai Gaming,All Gamers,Xi Lai Gaming,0,2,Xi Lai Gaming won,"Saturday, July 18 6:30 PM IST"
VCT 2026: China Stage 2,Group Stage,Week 2,Trace Esports vs Nova Esports,Trace Esports,Nova Esports,1,2,Nova Esports won,"Sunday, July 19 12:30 PM IST"
VCT 2026: China Stage 2,Group Stage,Week 2,Dragon Ranger Gaming vs Wolves Esports,Dragon Ranger Gaming,Wolves Esports,1,2,Wolves Esports won,"Sunday, July 19 3:55 PM IST"
VCT 2026: China Stage 2,Group Stage,Week 2,EDward Gaming vs JDG Esports,EDward Gaming,JDG Esports,2,0,EDward Gaming won,"Sunday, July 19 7:15 PM IST"
VCT 2026: China Stage 2,Group Stage,Week 3,Titan Esports Club vs All Gamers,Titan Esports Club,All Gamers,0,2,All Gamers won,"Monday, July 20 2:30 PM IST"
VCT 2026: China Stage 2,Group Stage,Week 3,Bilibili Gaming vs Xi Lai Gaming,Bilibili Gaming,Xi Lai Gaming,2,1,Bilibili Gaming won,"Monday, July 20 4:55 PM IST"
VCT 2026: China Stage 2,Group Stage,Week 3,JDG Esports vs Trace Esports,JDG Esports,Trace Esports,2,0,JDG Esports won,"Tuesday, July 21 2:30 PM IST"
VCT 2026: China Stage 2,Group Stage,Week 3,EDward Gaming vs Nova Esports,EDward Gaming,Nova Esports,0,2,Nova Esports won,"Tuesday, July 21 4:45 PM IST"
VCT 2026: China Stage 2,Group Stage,Week 3,Xi Lai Gaming vs Wolves Esports,Xi Lai Gaming,Wolves Esports,2,1,Xi Lai Gaming won,"Wednesday, July 22 2:30 PM IST"
VCT 2026: China Stage 2,Group Stage,Week 3,All Gamers vs Dragon Ranger Gaming,All Gamers,Dragon Ranger Gaming,2,1,All Gamers won,"Wednesday, July 22 5:50 PM IST"
VCT 2026: China Stage 2,Group Stage,Week 3,TYLOO vs Nova Esports,TYLOO,Nova Esports,0,2,Nova Esports won,"Thursday, July 23 2:30 PM IST"
VCT 2026: China Stage 2,Group Stage,Week 3,FunPlus Phoenix vs EDward Gaming,FunPlus Phoenix,EDward Gaming,1,2,EDward Gaming won,"Thursday, July 23 5:05 PM IST"
VCT 2026: China Stage 2,Group Stage,Seeding,Trace Esports vs Titan Esports Club,Trace Esports,Titan Esports Club,2,0,Trace Esports won,"Friday, July 24 2:30 PM IST"
VCT 2026: China Stage 2,Group Stage,Seeding,EDward Gaming vs All Gamers,EDward Gaming,All Gamers,2,0,EDward Gaming won,"Friday, July 24 5:05 PM IST"
VCT 2026: China Stage 2,Group Stage,Seeding,JDG Esports vs Dragon Ranger Gaming,JDG Esports,Dragon Ranger Gaming,1,2,Dragon Ranger Gaming won,"Saturday, July 25 2:30 PM IST"
VCT 2026: China Stage 2,Group Stage,Seeding,TYLOO vs Xi Lai Gaming,TYLOO,Xi Lai Gaming,0,2,Xi Lai Gaming won,"Saturday, July 25 6:05 PM IST"
VCT 2026: China Stage 2,Group Stage,Seeding,FunPlus Phoenix vs Wolves Esports,FunPlus Phoenix,Wolves Esports,2,0,FunPlus Phoenix won,"Sunday, July 26 2:30 PM IST"
VCT 2026: China Stage 2,Group Stage,Seeding,Nova Esports vs Bilibili Gaming,Nova Esports,Bilibili Gaming,2,0,Nova Esports won,"Sunday, July 26 5:00 PM IST"
VCT 2026: Pacific Stage 2,Playoffs,Upper Round 1,Paper Rex vs Nongshim RedForce,Paper Rex,Nongshim RedForce,0,2,Nongshim RedForce won,"Wednesday, August 26 1:30 PM IST Patch 13.04"
VCT 2026: Pacific Stage 2,Playoffs,Upper Round 1,Global Esports vs Kiwoom DRX,Global Esports,Kiwoom DRX,2,1,Global Esports won,"Wednesday, August 26 3:45 PM IST Patch 13.04"
VCT 2026: Americas Stage 2,Playoffs,Upper Round 1,LOUD vs FURIA,LOUD,FURIA,2,0,LOUD won,"Friday, August 28 2:30 AM IST Patch 13.04"
VCT 2026: Pacific Stage 2,Playoffs,Upper Semifinals,VARREL vs Global Esports,VARREL,Global Esports,0,2,Global Esports won,"Thursday, August 27 4:40 PM IST Patch 13.04"
VCT 2026: Pacific Stage 2,Playoffs,Lower Round 1,Paper Rex vs ONSIDE GAMING,Paper Rex,ONSIDE GAMING,2,0,Paper Rex won,"Friday, August 28 1:30 PM IST Patch 13.04"
VCT 2026: EMEA Stage 2,Playoffs,Upper Final,FUT Esports vs Karmine Corp,FUT Esports,Karmine Corp,0,2,Karmine Corp won,"Friday, August 28 7:30 PM IST Patch 13.04"
